GameID,Genres
1718570,"Action,Adventure,RPG"
1721470,"Action,Adventure,Indie"
1726130,"Adventure,Casual,Indie,RPG,Simulation,Strategy,Early Access"
1731070,"Action,Adventure,RPG"
1735700,"Adventure,Indie,RPG,Simulation,Strategy,Early Access"
1737100,Adventure
1739010,"Indie,Simulation,Sports,Strategy"
1741400,"Indie,RPG,Strategy,Early Access"
1746030,"Adventure,Indie,RPG"
1747760,"Action,Adventure,Indie"
1754870,"Adventure,Casual,RPG"
1759380,"RPG,Simulation"
1766740,"Action,Adventure,Indie"
1767560,"Casual,Racing,Sports,Strategy"
1774580,"Action,Adventure"
1775490,"Casual,Indie,RPG,Strategy"
1776380,"Action,RPG"
1777390,Simulation
1777620,RPG
1778820,Action
1782120,"Action,Adventure,Early Access"
1782570,"Indie,Simulation"
1785150,"Action,Indie"
1787090,Utilities
1789480,"Action,Early Access"
1793250,"Adventure,Casual,Indie,RPG,Strategy"
1794680,"Action,Casual,Indie,RPG,Early Access"
1798010,"Action,RPG"
1798020,"Action,RPG"
1805480,"Action,Adventure"
1809540,"Action,Adventure,Indie"
1809700,"Adventure,RPG,Strategy"
1810580,"Simulation,Strategy,Early Access"
1810820,"Adventure,RPG"
1811260,"Simulation,Sports"
1811990,"Indie,Strategy"
1812300,"Simulation,Strategy"
1816300,"Action,RPG,Simulation"
1817070,"Action,Adventure,Casual"
1817190,"Action,Adventure"
1817230,Action
1818750,"Action,Free to Play"
1823950,"Indie,Simulation,Strategy,Early Access"
1824220,Action
1830970,"Adventure,Indie,RPG,Strategy,Early Access"
1832640,"Adventure,Indie,RPG,Early Access"
1839950,Strategy
1840080,"Simulation,Strategy"
1843760,"Casual,Strategy"
1846380,"Action,Racing"
1847150,"Adventure,Indie,RPG"
1849250,"Racing,Simulation,Sports"
1850160,Simulation
1850510,"RPG,Simulation,Strategy"
1850570,"Action,Adventure"
1850740,"Adventure,Early Access"
1857090,"Simulation,Strategy,Early Access"
1863670,"Adventure,Casual,Indie,Simulation"
1866180,Casual
1868140,"Adventure,RPG,Early Access"
1868180,"Adventure,RPG"
1874490,"Indie,RPG,Simulation,Strategy"
1875060,"Indie,Simulation,Strategy"
1875830,"Adventure,RPG"
1876890,"Adventure,Indie,RPG,Strategy"
1877020,Action
1879330,"Action,Strategy"
1881420,Strategy
1888160,Action
1888930,"Action,Adventure"
1893810,"Indie,Strategy"
1894430,"Indie,Simulation,Strategy,Early Access"
1895880,"Action,Adventure"
1904540,"Simulation,Sports"
1919590,"Simulation,Sports"
1924490,Action
1928870,"Action,Strategy"
1928980,"Action,Adventure,RPG,Early Access"
1929870,"Action,Indie,Early Access"
1937500,"Casual,Indie,Simulation"
1938010,"Action,Adventure"
1938090,Action
1940340,"Indie,RPG,Strategy"
1942280,"Action,Casual,Indie,RPG,Early Access"
1942660,"Simulation,Sports"
1943950,"Indie,Early Access"
1944430,"Action,Adventure,Indie"
1944790,Simulation
1948280,"Casual,Indie,Simulation"
1949190,"Adventure,Indie,Simulation,Strategy"
1954200,"Action,Adventure,Indie"
1956040,"Action,Strategy"
1964360,"Action,Casual,Indie,RPG,Early Access"
1966720,"Action,Adventure,Indie,Early Access"
1966900,"Action,Adventure,Casual,Indie,Strategy,Early Access"
1967430,"Action,Adventure"
1967630,"Action,Adventure,Indie,Simulation,Early Access"
1970580,Early Access
1971650,RPG
1971870,Action
1985810,Action
1988550,"Adventure,Casual,Indie"
1995520,"Massively Multiplayer,RPG,Early Access"
1996430,"Casual,Indie,Strategy"
1999770,"Adventure,Casual,RPG,Simulation"
2000950,Action
2005010,"Action,Indie"
2015270,"Action,Adventure,RPG,Early Access"
2020710,"Casual,Indie,Simulation,Strategy,Early Access"
2050650,"Action,Adventure"
2052410,Adventure
2054970,"Action,RPG"
2056210,"Adventure,Indie,RPG,Strategy,Early Access"
2058180,"Action,Adventure"
2060130,"Adventure,Casual"
2066020,"Action,Indie,RPG,Early Access"
2067920,"Action,Casual,RPG,Strategy,Early Access"
2071280,"Action,Adventure,Early Access"
2072450,"Action,Adventure,RPG"
2074800,"Casual,Strategy"
2076010,Action
2080690,"Action,Indie,Early Access"
2085000,RPG
2101080,"Casual,Simulation"
2103140,"Action,Adventure,Indie,RPG,Early Access"
2106670,"Action,Adventure,Indie,Early Access"
2108330,"Racing,Sports"
2109370,Strategy
2111170,"Casual,RPG,Simulation"
2111190,"Action,Indie"
2113850,"Casual,Indie,Simulation"
2113920,RPG
2114740,"Action,Adventure,Indie"
2116120,"Action,Early Access"
2126680,"Adventure,Casual,Indie"
2130460,Adventure
2134770,"Simulation,Strategy"
2138710,"Action,Indie"
2140020,"Simulation,Strategy"
2140330,"Simulation,Sports,Strategy"
2142790,"Indie,RPG,Simulation,Early Access"
2155180,"Simulation,Strategy,Early Access"
2157560,Action
2157680,"Adventure,Indie"
2161440,"Adventure,RPG,Simulation,Strategy"
2166060,Indie
2186680,"Adventure,Indie,RPG,Strategy"
2187220,Adventure
2190220,"Action,Adventure,Casual,Indie"
2194530,"Indie,RPG,Simulation"
2195120,"Indie,Simulation,Strategy,Early Access"
2195250,"Simulation,Sports"
2198510,"Indie,Simulation,Strategy,Early Access"
2201710,"Action,Adventure,RPG"
2201940,"Action,Adventure,Casual,Indie,Simulation"
2208920,"Action,Adventure,RPG"
2212330,"Action,Indie,Simulation,Strategy"
2215430,"Action,Adventure"
2221490,"Action,Adventure,RPG"
2224640,"Casual,Strategy"
2230980,RPG
2231380,"Action,Adventure"
2231450,"Action,Indie"
2239150,"Action,Indie,Strategy,Early Access"
2239550,"Action,Adventure"
2244130,"Adventure,Casual,Indie,Simulation,Strategy,Early Access"
2252570,"Simulation,Sports,Strategy"
2262080,"Action,Adventure,Indie,RPG,Simulation,Early Access"
2262770,"Action,Adventure,Casual,Indie"
2273430,"Action,Adventure,Indie,Early Access"
2277320,"Adventure,Indie,Simulation,Strategy"
2285150,"Action,Indie,Massively Multiplayer,Simulation,Early Access"
2287520,"Indie,Simulation"
2290180,"Massively Multiplayer,Sports"
2291060,Action
2291680,"Casual,Indie,RPG"
2311190,"Action,Adventure,Casual,Indie"
2315690,"Simulation,Sports"
2319030,"Action,Adventure,Indie,RPG"
2321210,"Action,Adventure,Indie,RPG,Early Access"
2321470,"Action,Early Access"
2322440,"RPG,Simulation,Strategy"
2322560,"Adventure,Indie,RPG,Simulation,Strategy"
2328310,Action
2331330,Adventure
2334730,"Action,Casual,Indie,RPG,Early Access"
2336220,"Casual,Indie,Simulation,Early Access"
2338770,"Simulation,Sports"
2344520,"Action,RPG"
2356560,RPG
2358720,"Action,Adventure,RPG"
2369390,"Action,Adventure"
2375550,"Action,Adventure"
2379390,Action
2379780,"Casual,Indie,Strategy"
2384620,"Indie,Simulation,Sports,Strategy"
2399420,"Racing,Early Access"
2399830,"Action,Adventure,Indie,Massively Multiplayer,RPG,Early Access"
2400510,"Casual,Indie,RPG,Strategy"
2418520,"Casual,Indie,Simulation,Early Access"
2420110,"Action,RPG"
2427700,"Strategy,Early Access"
2429860,Indie
2440510,Racing
2445690,"Action,Adventure,Indie,RPG,Early Access"
2446550,Action
2455140,"Action,Adventure,Indie"
2458860,"Adventure,Casual,Indie,RPG,Simulation,Strategy"
2461850,"Action,Adventure"
2477340,"Adventure,Racing,Simulation"
2478970,"Action,Adventure"
2479810,"Action,Adventure,Massively Multiplayer,Early Access"
2487060,"Indie,Simulation"
2488620,"Racing,Sports"
2490990,"Action,RPG"
2494350,"Simulation,Sports"
2497920,"Action,Indie"
2511500,Strategy
2552430,"Action,Adventure,RPG"
2552450,"Action,Adventure,RPG"
2567870,"Adventure,Casual,Indie,Simulation"
2581700,"Racing,Sports"
2582560,"Simulation,Sports,Strategy"
2638370,"Action,Adventure,Indie"
2653790,"Adventure,Indie,Simulation"
2659900,"Casual,Indie,Simulation,Strategy"
2670630,"Casual,Indie,Simulation,Early Access"
2671970,"Casual,Indie,Simulation,Strategy"
2695490,"Action,Adventure,Massively Multiplayer,Early Access"
2695940,"Action,Adventure,Indie"
2739590,"Action,Indie,RPG,Simulation,Early Access"
2816950,"Adventure,Casual,Indie,RPG,Simulation,Strategy,Early Access"
2835570,"Action,Indie,Simulation"
2849080,"Indie,Strategy"
2857880,"Casual,Indie,Simulation,Strategy"
2862610,"Adventure,Casual,Indie,RPG,Simulation,Strategy"
2864890,"Indie,RPG,Simulation"
2881650,"Action,Adventure,Indie"
2923390,"Casual,Indie,Simulation,Early Access"
2933080,Action
